Fecha;Mes;Fecha de busqueda;Precio;Moneda;Es directo;Aerolinea;Origen;Destino;Ciudad origen;País origen
2021-08-02;8;2021-04-03;55;€;False;easyJet;LTN;VLC;Londres;Reino Unido
2021-08-04;8;2021-04-03;50;€;False;Ryanair;LTN;VLC;Londres;Reino Unido
2021-08-10;8;2021-04-03;69;€;False;easyJet;LTN;VLC;Londres;Reino Unido
2021-08-13;8;2021-04-03;67;€;False;Ryanair;LTN;VLC;Londres;Reino Unido
2021-08-14;8;2021-04-03;75;€;False;Ryanair;LTN;VLC;Londres;Reino Unido
2021-08-19;8;2021-04-03;77;€;False;easyJet;LTN;VLC;Londres;Reino Unido
2021-08-20;8;2021-04-03;51;€;False;Ryanair;LTN;VLC;Londres;Reino Unido
2021-08-21;8;2021-04-03;73;€;False;easyJet;LTN;VLC;Londres;Reino Unido
2021-08-24;8;2021-04-03;60;€;False;easyJet;LTN;VLC;Londres;Reino Unido
2021-08-25;8;2021-04-03;197;€;False;Ryanair;LTN;VLC;Londres;Reino Unido
2021-08-29;8;2021-04-03;65;€;False;easyJet;LTN;VLC;Londres;Reino Unido
2021-06-01;6;2021-04-03;39;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-06-02;6;2021-04-03;39;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-06-03;6;2021-04-03;39;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-06-04;6;2021-04-03;265;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-06-05;6;2021-04-03;39;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-06-07;6;2021-04-03;34;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-06-09;6;2021-04-03;34;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-06-10;6;2021-04-03;47;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-06-11;6;2021-04-03;34;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-06-12;6;2021-04-03;34;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-06-13;6;2021-04-03;29;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-06-14;6;2021-04-03;34;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-06-15;6;2021-04-03;32;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-06-16;6;2021-04-03;57;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-06-17;6;2021-04-03;32;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-06-18;6;2021-04-03;48;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-06-19;6;2021-04-03;44;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-06-20;6;2021-04-03;147;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-06-21;6;2021-04-03;44;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-06-23;6;2021-04-03;45;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-06-24;6;2021-04-03;102;€;False;TAP Air Portugal;LGW;VLC;Londres;Reino Unido
2021-06-25;6;2021-04-03;98;€;False;easyJet;LGW;VLC;Londres;Reino Unido
2021-06-25;6;2021-04-03;140;€;True;TAP Air Portugal;LGW;VLC;Londres;Reino Unido
2021-06-26;6;2021-04-03;73;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-06-27;6;2021-04-03;34;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-06-28;6;2021-04-03;36;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-06-29;6;2021-04-03;35;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-07-01;7;2021-04-03;53;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-07-02;7;2021-04-03;65;€;False;easyJet;LGW;VLC;Londres;Reino Unido
2021-07-02;7;2021-04-03;68;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-07-03;7;2021-04-03;68;€;False;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-07-03;7;2021-04-03;71;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-07-04;7;2021-04-03;59;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-07-06;7;2021-04-03;52;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-07-07;7;2021-04-03;50;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-07-08;7;2021-04-03;57;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-07-09;7;2021-04-03;71;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-07-10;7;2021-04-03;72;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-07-11;7;2021-04-03;46;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-07-13;7;2021-04-03;51;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-07-14;7;2021-04-03;53;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-07-15;7;2021-04-03;57;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-07-16;7;2021-04-03;62;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-07-17;7;2021-04-03;62;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-07-18;7;2021-04-03;59;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-07-19;7;2021-04-03;68;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-07-20;7;2021-04-03;58;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-07-22;7;2021-04-03;123;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-07-24;7;2021-04-03;147;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-07-29;7;2021-04-03;62;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-08-02;8;2021-04-03;62;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-08-04;8;2021-04-03;62;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-08-10;8;2021-04-03;67;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-08-11;8;2021-04-03;65;€;False;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-08-11;8;2021-04-03;67;€;True;Ryanair;LGW;VLC;Londres;Reino Unido
2021-08-13;8;2021-04-03;71;€;False;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-08-13;8;2021-04-03;76;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-08-14;8;2021-04-03;56;€;True;Vueling Airlines;LGW;VLC;Londres;Reino Unido
2021-08-16;8;2021-04-03;55;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-08-19;8;2021-04-03;47;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-08-20;8;2021-04-03;55;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-08-21;8;2021-04-03;45;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-08-22;8;2021-04-03;40;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-08-24;8;2021-04-03;50;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-08-25;8;2021-04-03;36;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-08-28;8;2021-04-03;39;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-08-29;8;2021-04-03;50;€;True;easyJet;LGW;VLC;Londres;Reino Unido
2021-06-01;6;2021-04-03;24;€;True;Ryanair;EDI;VLC;Edimburgo;Reino Unido
2021-06-12;6;2021-04-03;26;€;True;Ryanair;EDI;VLC;Edimburgo;Reino Unido
2021-06-19;6;2021-04-03;25;€;True;Ryanair;EDI;VLC;Edimburgo;Reino Unido
2021-06-22;6;2021-04-03;46;€;True;Ryanair;EDI;VLC;Edimburgo;Reino Unido
2021-06-24;6;2021-04-03;75;€;False;Ryanair;EDI;VLC;Edimburgo;Reino Unido
2021-06-26;6;2021-04-03;55;€;True;Ryanair;EDI;VLC;Edimburgo;Reino Unido
2021-06-28;6;2021-04-03;76;€;False;Ryanair;EDI;VLC;Edimburgo;Reino Unido
2021-06-29;6;2021-04-03;45;€;True;Ryanair;EDI;VLC;Edimburgo;Reino Unido
2021-07-06;7;2021-04-03;41;€;True;Ryanair;EDI;VLC;Edimburgo;Reino Unido
2021-07-20;7;2021-04-03;24;€;True;Ryanair;EDI;VLC;Edimburgo;Reino Unido
2021-07-23;7;2021-04-03;66;€;False;Ryanair;EDI;VLC;Edimburgo;Reino Unido
2021-07-24;7;2021-04-03;43;€;True;Ryanair;EDI;VLC;Edimburgo;Reino Unido
2021-07-27;7;2021-04-03;24;€;True;Ryanair;EDI;VLC;Edimburgo;Reino Unido
2021-08-01;8;2021-04-03;57;€;False;Ryanair;EDI;VLC;Edimburgo;Reino Unido
2021-08-03;8;2021-04-03;24;€;True;Ryanair;EDI;VLC;Edimburgo;Reino Unido
2021-08-07;8;2021-04-03;50;€;True;Ryanair;EDI;VLC;Edimburgo;Reino Unido
2021-08-14;8;2021-04-03;41;€;True;Ryanair;EDI;VLC;Edimburgo;Reino Unido
2021-08-24;8;2021-04-03;60;€;True;Ryanair;EDI;VLC;Edimburgo;Reino Unido
2021-06-04;6;2021-04-03;31;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-06-07;6;2021-04-03;25;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-06-10;6;2021-04-03;49;€;False;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-06-11;6;2021-04-03;39;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-06-14;6;2021-04-03;145;€;False;eurowings;MAN;VLC;Mánchester;Reino Unido
2021-06-16;6;2021-04-03;59;€;False;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-06-18;6;2021-04-03;43;€;False;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-06-18;6;2021-04-03;45;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-06-19;6;2021-04-03;49;€;False;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-06-24;6;2021-04-03;59;€;False;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-06-25;6;2021-04-03;45;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-07-01;7;2021-04-03;99;€;False;eurowings;MAN;VLC;Mánchester;Reino Unido
2021-07-02;7;2021-04-03;44;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-07-05;7;2021-04-03;25;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-07-06;7;2021-04-03;51;€;False;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-07-07;7;2021-04-03;24;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-07-08;7;2021-04-03;52;€;False;easyJet;MAN;VLC;Mánchester;Reino Unido
2021-07-09;7;2021-04-03;43;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-07-10;7;2021-04-03;52;€;False;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-07-11;7;2021-04-03;49;€;False;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-07-14;7;2021-04-03;50;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-07-15;7;2021-04-03;61;€;False;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-07-22;7;2021-04-03;134;€;False;eurowings;MAN;VLC;Mánchester;Reino Unido
2021-07-23;7;2021-04-03;78;€;False;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-07-23;7;2021-04-03;90;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-07-25;7;2021-04-03;75;€;False;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-07-26;7;2021-04-03;71;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-07-28;7;2021-04-03;84;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-07-29;7;2021-04-03;134;€;False;eurowings;MAN;VLC;Mánchester;Reino Unido
2021-08-02;8;2021-04-03;78;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-08-04;8;2021-04-03;50;€;False;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-08-04;8;2021-04-03;59;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-08-06;8;2021-04-03;60;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-08-09;8;2021-04-03;51;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-08-11;8;2021-04-03;51;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-08-12;8;2021-04-03;94;€;False;eurowings;MAN;VLC;Mánchester;Reino Unido
2021-08-13;8;2021-04-03;44;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-08-16;8;2021-04-03;21;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-08-19;8;2021-04-03;94;€;False;eurowings;MAN;VLC;Mánchester;Reino Unido
2021-08-20;8;2021-04-03;51;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-08-23;8;2021-04-03;44;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-08-25;8;2021-04-03;23;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-08-26;8;2021-04-03;45;€;False;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-08-27;8;2021-04-03;24;€;True;Ryanair;MAN;VLC;Mánchester;Reino Unido
2021-06-01;6;2021-04-03;144;€;False;eurowings;PRG;VLC;Praga;República Checa
2021-06-07;6;2021-04-03;144;€;False;eurowings;PRG;VLC;Praga;República Checa
2021-06-08;6;2021-04-03;104;€;False;eurowings;PRG;VLC;Praga;República Checa
2021-06-10;6;2021-04-03;56;€;False;Smart Wings;PRG;VLC;Praga;República Checa
2021-06-10;6;2021-04-03;108;€;True;Ryanair;PRG;VLC;Praga;República Checa
2021-06-14;6;2021-04-03;144;€;False;eurowings;PRG;VLC;Praga;República Checa
2021-06-15;6;2021-04-03;104;€;False;eurowings;PRG;VLC;Praga;República Checa
2021-06-17;6;2021-04-03;52;€;False;Smart Wings;PRG;VLC;Praga;República Checa
2021-06-17;6;2021-04-03;108;€;True;Ryanair;PRG;VLC;Praga;República Checa
2021-06-18;6;2021-04-03;50;€;False;Smart Wings;PRG;VLC;Praga;República Checa
2021-06-18;6;2021-04-03;126;€;True;Ryanair;PRG;VLC;Praga;República Checa
2021-06-19;6;2021-04-03;61;€;False;Smart Wings;PRG;VLC;Praga;República Checa
2021-06-19;6;2021-04-03;108;€;True;Ryanair;PRG;VLC;Praga;República Checa
2021-06-20;6;2021-04-03;54;€;False;Smart Wings;PRG;VLC;Praga;República Checa
2021-06-20;6;2021-04-03;108;€;True;Ryanair;PRG;VLC;Praga;República Checa
2021-06-21;6;2021-04-03;144;€;False;eurowings;PRG;VLC;Praga;República Checa
2021-06-22;6;2021-04-03;47;€;False;Smart Wings;PRG;VLC;Praga;República Checa
2021-06-22;6;2021-04-03;124;€;True;Ryanair;PRG;VLC;Praga;República Checa
2021-06-23;6;2021-04-03;63;€;False;Smart Wings;PRG;VLC;Praga;República Checa
2021-06-23;6;2021-04-03;126;€;True;Ryanair;PRG;VLC;Praga;República Checa
2021-06-24;6;2021-04-03;55;€;False;Smart Wings;PRG;VLC;Praga;República Checa
2021-06-24;6;2021-04-03;126;€;True;Ryanair;PRG;VLC;Praga;República Checa
2021-06-25;6;2021-04-03;50;€;False;Smart Wings;PRG;VLC;Praga;República Checa
2021-06-25;6;2021-04-03;126;€;True;Ryanair;PRG;VLC;Praga;República Checa
2021-06-28;6;2021-04-03;144;€;False;eurowings;PRG;VLC;Praga;República Checa
2021-06-29;6;2021-04-03;104;€;False;eurowings;PRG;VLC;Praga;República Checa
2021-07-05;7;2021-04-03;42;€;False;Ryanair;PRG;VLC;Praga;República Checa
2021-07-06;7;2021-04-03;144;€;False;eurowings;PRG;VLC;Praga;República Checa
2021-07-10;7;2021-04-03;59;€;False;Smart Wings;PRG;VLC;Praga;República Checa
2021-07-10;7;2021-04-03;108;€;True;Ryanair;PRG;VLC;Praga;República Checa
2021-07-14;7;2021-04-03;48;€;False;Smart Wings;PRG;VLC;Praga;República Checa
2021-07-14;7;2021-04-03;127;€;True;Ryanair;PRG;VLC;Praga;República Checa
2021-07-16;7;2021-04-03;59;€;False;Smart Wings;PRG;VLC;Praga;República Checa
2021-07-16;7;2021-04-03;127;€;True;Ryanair;PRG;VLC;Praga;República Checa
2021-08-02;8;2021-04-03;269;€;False;eurowings;PRG;VLC;Praga;República Checa
2021-08-03;8;2021-04-03;219;€;False;eurowings;PRG;VLC;Praga;República Checa
2021-08-09;8;2021-04-03;104;€;False;eurowings;PRG;VLC;Praga;República Checa
2021-08-10;8;2021-04-03;85;€;False;eurowings;PRG;VLC;Praga;República Checa
2021-06-09;6;2021-04-03;84;€;False;TAP Air Portugal;ARN;VLC;Estocolmo;Suecia
2021-06-16;6;2021-04-03;98;€;False;Norwegian;ARN;VLC;Estocolmo;Suecia
2021-06-17;6;2021-04-03;99;€;False;KLM;ARN;VLC;Estocolmo;Suecia
2021-06-21;6;2021-04-03;90;€;False;Norwegian;ARN;VLC;Estocolmo;Suecia
2021-06-25;6;2021-04-03;99;€;False;KLM;ARN;VLC;Estocolmo;Suecia
2021-07-07;7;2021-04-03;83;€;False;SAS;ARN;VLC;Estocolmo;Suecia
2021-06-01;6;2021-04-03;73;€;False;KLM;ZRH;VLC;Zúrich;Suiza
2021-06-01;6;2021-04-03;108;€;True;SWISS;ZRH;VLC;Zúrich;Suiza
2021-06-02;6;2021-04-03;99;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-03;6;2021-04-03;113;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-04;6;2021-04-03;140;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-07;6;2021-04-03;159;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-08;6;2021-04-03;122;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-09;6;2021-04-03;99;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-10;6;2021-04-03;113;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-11;6;2021-04-03;140;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-14;6;2021-04-03;158;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-15;6;2021-04-03;122;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-16;6;2021-04-03;99;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-17;6;2021-04-03;113;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-18;6;2021-04-03;140;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-21;6;2021-04-03;159;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-22;6;2021-04-03;122;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-23;6;2021-04-03;99;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-24;6;2021-04-03;113;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-25;6;2021-04-03;140;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-28;6;2021-04-03;158;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-06-29;6;2021-04-03;122;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-01;7;2021-04-03;113;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-02;7;2021-04-03;140;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-05;7;2021-04-03;140;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-06;7;2021-04-03;158;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-07;7;2021-04-03;122;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-08;7;2021-04-03;140;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-09;7;2021-04-03;140;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-13;7;2021-04-03;113;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-14;7;2021-04-03;113;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-15;7;2021-04-03;140;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-16;7;2021-04-03;158;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-19;7;2021-04-03;140;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-20;7;2021-04-03;113;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-21;7;2021-04-03;123;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-22;7;2021-04-03;140;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-23;7;2021-04-03;140;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-26;7;2021-04-03;123;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-27;7;2021-04-03;113;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-28;7;2021-04-03;123;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-07-29;7;2021-04-03;141;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-08-02;8;2021-04-03;84;€;False;KLM;ZRH;VLC;Zúrich;Suiza
2021-08-02;8;2021-04-03;129;€;True;SWISS;ZRH;VLC;Zúrich;Suiza
2021-08-18;8;2021-04-03;99;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-08-19;8;2021-04-03;99;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-08-20;8;2021-04-03;140;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-08-26;8;2021-04-03;113;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
2021-08-27;8;2021-04-03;141;€;False;eurowings;ZRH;VLC;Zúrich;Suiza
